id,movie_id,genre_id
848,521029,53
849,521029,9648
850,18823,12
851,18823,14
852,18823,28
853,858815,18
854,858815,9648
855,858815,53
856,57158,14
857,57158,12
858,57158,28
859,345938,18
860,345938,14
861,420817,12
862,420817,14
863,420817,10749
864,420817,10751
865,44943,878
866,44943,28
867,343668,28
868,343668,12
869,343668,35
870,343668,878
871,343668,80
872,495764,28
873,495764,80
874,10020,10749
875,10020,10751
876,10020,16
877,10020,14
878,530079,16
879,530079,10749
880,530079,35
881,530079,18
882,530079,14
883,581644,28
884,581644,53
885,209112,28
886,209112,12
887,209112,14
888,343611,28
889,343611,53
890,9552,27
891,509635,53
892,509635,27
893,514847,28
894,514847,53
895,514847,27
896,21208,27
897,21208,53
898,21208,9648
899,246655,28
900,246655,12
901,246655,878
902,246655,14
903,22803,18
904,22803,80
905,22803,53
906,324552,53
907,324552,28
908,324552,80
909,760517,10749
910,760517,35
911,12155,10751
912,12155,14
913,12155,12
914,335988,28
915,335988,12
916,335988,878
917,335988,14
918,11544,16
919,11544,10751
920,341174,18
921,341174,10749
922,150540,16
923,150540,10751
924,150540,12
925,150540,18
926,150540,35
927,77338,18
928,77338,35
929,207703,80
930,207703,35
931,207703,28
932,207703,12
933,340102,27
934,340102,878
935,340102,9648
936,340102,28
937,38700,53
938,38700,28
939,38700,80
940,269149,16
941,269149,12
942,269149,10751
943,269149,35
944,93456,16
945,93456,35
946,93456,10751
947,412656,878
948,122,12
949,122,14
950,122,28
951,119450,878
952,119450,28
953,119450,18
954,119450,53
955,553604,53
956,553604,28
957,553604,80
958,553604,18
959,9502,28
960,9502,12
961,9502,16
962,9502,10751
963,9502,35
964,10192,35
965,10192,12
966,10192,14
967,10192,16
968,10192,10751
969,950,16
970,950,10751
971,950,35
972,950,12
973,522938,28
974,522938,53
975,522938,18
976,11811,35
977,11811,27
978,561,14
979,561,28
980,561,27
981,364689,16
982,364689,10751
983,364689,12
984,364689,35
985,486589,16
986,486589,10749
987,486589,10751
988,398818,10749
989,398818,18
990,597433,80
991,597433,9648
992,597433,53
993,27578,53
994,27578,12
995,27578,28
996,46195,16
997,46195,12
998,46195,35
999,46195,10751
1000,9806,28
1001,9806,12
1002,9806,16
1003,9806,10751
1004,158015,878
1005,158015,27
1006,158015,53
1007,10567,10751
1008,10567,16
1009,20352,10751
1010,20352,16
1011,20352,35
1012,12429,16
1013,12429,14
1014,12429,10751
1015,810,14
1016,810,12
1017,810,16
1018,810,35
1019,810,10751
1020,198184,80
1021,198184,28
1022,198184,878
1023,8681,28
1024,8681,53
1025,23483,28
1026,23483,80
1027,18239,12
1028,18239,14
1029,18239,18
1030,18239,10749
1031,775996,53
1032,775996,28
1033,775996,878
1034,424694,10402
1035,424694,18
1036,424694,36
1037,49521,28
1038,49521,12
1039,49521,14
1040,49521,878
1041,8920,16
1042,8920,35
1043,8920,10751
1044,9487,12
1045,9487,16
1046,9487,35
1047,9487,10751
1048,87101,878
1049,87101,28
1050,87101,53
1051,87101,12
1052,615,18
1053,458156,28
1054,458156,53
1055,458156,80
1056,346364,27
1057,346364,14
1058,23168,80
1059,23168,18
1060,23168,53
1061,10009,12
1062,10009,16
1063,10009,10751
1064,522241,53
1065,522241,36
1066,522241,18
1067,577922,28
1068,577922,53
1069,577922,878
1070,136797,28
1071,136797,80
1072,136797,18
1073,136797,53
1074,127585,28
1075,127585,12
1076,127585,14
1077,127585,878
1078,647302,27
1079,647302,35
1080,720026,27
1081,123553,14
1082,123553,28
1083,123553,9648
1084,9373,27
1085,155,18
1086,155,28
1087,155,80
1088,155,53
1089,49018,27
1090,49018,53
1091,307081,28
1092,307081,18
1093,49519,16
1094,49519,12
1095,49519,10751
1096,49519,14
1097,49519,35
1098,49519,28
1099,581392,28
1100,581392,27
1101,581392,53
1102,920,16
1103,920,12
1104,920,35
1105,920,10751
1106,102899,878
1107,102899,28
1108,102899,12
1109,70981,878
1110,70981,12
1111,70981,9648
1112,62177,16
1113,62177,12
1114,62177,35
1115,62177,10751
1116,62177,28
1117,62177,14
1118,14869,12
1119,14869,28
1120,14869,53
1121,14869,878
1122,272,28
1123,272,80
1124,272,18
1125,105864,12
1126,105864,16
1127,105864,10751
1128,9902,27
1129,9902,53
1130,190859,10752
1131,190859,28
1132,662237,35
1133,662237,10749
1134,10681,16
1135,10681,10751
1136,10681,878
1137,284054,28
1138,284054,12
1139,284054,878
1140,124905,28
1141,124905,18
1142,124905,878
1143,760747,28
1144,760747,35
1145,760747,53
1146,760747,27
1147,615677,28
1148,615677,14
1149,615677,10751
1150,615677,35
1151,953,10751
1152,953,16
1153,953,12
1154,953,35
1155,476292,16
1156,476292,14
1157,476292,10749
1158,476292,18
1159,278154,12
1160,278154,16
1161,278154,10751
1162,278154,35
1163,278154,878
1164,263115,28
1165,263115,18
1166,263115,878
1167,741636,27
1168,324852,28
1169,324852,16
1170,324852,35
1171,324852,10751
1172,324852,12
1173,553512,99
1174,553512,10402
1175,9532,27
1176,166428,16
1177,166428,10751
1178,166428,12
1179,228326,16
1180,228326,12
1181,228326,35
1182,228326,10751
1183,228326,14
1184,156022,53
1185,156022,28
1186,156022,80
1187,62211,16
1188,62211,10751
1189,534,28
1190,534,878
1191,534,53
1192,52520,14
1193,52520,28
1194,52520,27
1195,57165,14
1196,57165,12
1197,321612,10751
1198,321612,14
1199,321612,10749
1200,427641,28
1201,427641,12
1202,427641,878
1203,1724,878
1204,1724,28
1205,1724,12
1206,270946,10751
1207,270946,16
1208,270946,12
1209,270946,35
1210,496243,35
1211,496243,53
1212,496243,18
1213,41154,28
1214,41154,35
1215,41154,878
1216,4935,14
1217,4935,16
1218,4935,12
1219,76726,878
1220,76726,18
1221,76726,53
1222,126889,27
1223,126889,878
1224,126889,9648
1225,565028,27
1226,129,16
1227,129,10751
1228,129,14
1229,37135,10751
1230,37135,12
1231,37135,16
1232,37135,18
1233,245891,28
1234,245891,53
1235,297762,28
1236,297762,12
1237,297762,14
1238,140607,28
1239,140607,12
1240,140607,878
1241,140607,14
1242,210577,9648
1243,210577,53
1244,210577,18
1245,447332,27
1246,447332,18
1247,447332,878
1248,68718,18
1249,68718,37
1250,23629,28
1251,23629,14
1252,23629,53
1253,9358,27
1254,9358,9648
1255,339403,28
1256,339403,80
1257,606523,80
1258,606523,18
1259,606523,53
1260,606523,28
1261,396422,27
1262,396422,9648
1263,396422,53
1264,1579,28
1265,1579,18
1266,1579,53
1267,1579,36
1268,446893,10751
1269,446893,16
1270,446893,35
1271,446893,14
1272,446893,12
1273,446893,10402
1274,578908,35
1275,520946,16
1276,520946,10751
1277,520946,14
1278,297761,28
1279,297761,12
1280,297761,14
1281,44912,12
1282,44912,28
1283,44912,53
1284,44912,878
1285,581389,18
1286,581389,14
1287,581389,878
1288,71676,28
1289,71676,14
1290,71676,53
1291,150689,10749
1292,150689,14
1293,150689,10751
1294,150689,18
1295,381288,27
1296,381288,53
1297,55779,27
1298,55779,9648
1299,13448,53
1300,13448,9648
1301,23827,27
1302,23827,9648
1303,91586,27
1304,91586,53
1305,249070,28
1306,249070,80
1307,249070,53
1308,33273,28
1309,33273,53
1310,33273,18
1311,629028,35
1312,629028,28
1313,629028,53
1314,49444,16
1315,49444,10751
1316,412117,12
1317,412117,16
1318,412117,35
1319,412117,10751
1320,527641,10749
1321,527641,18
1322,166424,28
1323,166424,12
1324,166424,878
1325,11674,10751
1326,11674,35
1327,718867,16
1328,718867,10751
1329,2454,12
1330,2454,10751
1331,2454,14
1332,578701,53
1333,8329,27
1334,8329,9648
1335,140300,28
1336,140300,12
1337,140300,16
1338,140300,35
1339,140300,10751
1340,11,12
1341,11,28
1342,11,878
1343,265712,16
1344,265712,10751
1345,265712,878
1346,265712,14
1347,431819,16
1348,431819,18
1349,431819,14
1350,11836,10751
1351,11836,16
1352,11836,35
1353,11836,14
1354,44918,28
1355,44918,12
1356,44918,53
1357,351819,10749
1358,351819,35
1359,179826,9648
1360,179826,53
1361,137113,28
1362,137113,878
1363,119698,12
1364,119698,28
1365,119698,27
1366,75174,18
1367,75174,53
1368,75174,28
1369,75174,12
1370,7445,18
1371,7445,53
1372,7445,10752
1373,19913,35
1374,19913,18
1375,19913,10749
1376,6479,18
1377,6479,878
1378,6479,53
1379,9286,27
1380,9286,9648
1381,397567,18
1382,397567,14
1383,397567,28
1384,4256,35
1385,16869,18
1386,16869,28
1387,16869,53
1388,16869,10752
1389,382190,10751
1390,382190,12
1391,382190,16
1392,382190,14
1393,382190,878
1394,176,27
1395,176,9648
1396,176,80
1397,47971,28
1398,47971,12
1399,47971,80
1400,273481,28
1401,273481,80
1402,273481,53
1403,1374,18
1404,19912,27
1405,19912,9648
1406,16871,27
1407,16871,53
1408,27576,28
1409,27576,9648
1410,27576,53
1411,9479,14
1412,9479,16
1413,9479,10751
1414,353486,12
1415,353486,28
1416,353486,35
1417,353486,14
1418,250546,27
1419,42684,878
1420,42684,28
1421,82702,14
1422,82702,28
1423,82702,12
1424,82702,16
1425,82702,35
1426,82702,10751
1427,7555,28
1428,7555,53
1429,4523,35
1430,4523,10751
1431,4523,14
1432,4523,10749
1433,60304,14
1434,60304,27
1435,60304,28
1436,604360,9648
1437,604360,53
1438,604360,27
1439,37686,53
1440,37686,878
1441,37686,9648
1442,283366,14
1443,283366,12
1444,283366,10751
1445,283366,18
1446,257344,28
1447,257344,35
1448,257344,878
1449,100402,28
1450,100402,12
1451,100402,878
1452,603,28
1453,603,878
1454,591275,9648
1455,591275,27
1456,262500,28
1457,262500,12
1458,262500,878
1459,262500,53
1460,730154,10749
1461,730154,18
1462,6466,27
1463,812,16
1464,812,10751
1465,812,12
1466,812,14
1467,812,10749
1468,10191,14
1469,10191,12
1470,10191,16
1471,10191,10751
1472,501170,27
1473,501170,53
1474,47933,28
1475,47933,12
1476,47933,878
1477,363088,28
1478,363088,12
1479,363088,878
1480,43074,28
1481,43074,14
1482,43074,35
1483,181812,28
1484,181812,12
1485,181812,878
1486,37710,28
1487,37710,53
1488,37710,10749
1489,652,12
1490,652,36
1491,652,10752
1492,652,28
1493,172385,12
1494,172385,16
1495,172385,35
1496,172385,10751
1497,56292,28
1498,56292,53
1499,56292,12
1500,381284,18
1501,381284,36
1502,240832,28
1503,240832,878
1504,776503,18
1505,776503,10402
1506,776503,10749
1507,76492,16
1508,76492,35
1509,76492,10751
1510,76492,14
1511,399579,28
1512,399579,878
1513,399579,12
1514,9738,28
1515,9738,12
1516,9738,14
1517,9738,878
1518,11351,27
1519,141052,28
1520,141052,12
1521,141052,14
1522,141052,878
1523,37724,28
1524,37724,12
1525,37724,53
1526,46528,12
1527,46528,14
1528,46528,28
1529,46528,37
1530,46528,53
1531,20526,12
1532,20526,28
1533,20526,878
1534,339984,18
1535,338967,27
1536,338967,35
1537,256591,10749
1538,256591,35
1539,256591,80
1540,256591,18
1541,560050,16
1542,560050,12
1543,560050,10751
1544,560050,14
1545,181808,878
1546,181808,28
1547,181808,12
1548,184315,28
1549,184315,12
1550,17654,878
1551,20662,12
1552,20662,28
1553,20662,36
1554,10112,16
1555,10112,35
1556,10112,10751
1557,10112,12
1558,480414,27
1559,480414,53
1560,338762,28
1561,338762,878
1562,10882,14
1563,10882,16
1564,10882,10749
1565,10882,10751
1566,51876,53
1567,51876,9648
1568,51876,878
1569,290859,28
1570,290859,12
1571,290859,878
1572,481848,12
1573,481848,10751
1574,481848,18
1575,62835,28
1576,62835,53
1577,62835,80
1578,62835,18
1579,2105,35
1580,2105,10749
1581,614696,28
1582,614696,27
1583,614696,53
1584,75656,53
1585,75656,80
1586,138103,28
1587,138103,12
1588,138103,53
1589,80321,16
1590,80321,10751
1591,80321,35
1592,80321,12
1593,118340,28
1594,118340,878
1595,118340,12
1596,131634,28
1597,131634,12
1598,131634,878
1599,76757,878
1600,76757,14
1601,76757,28
1602,13475,878
1603,13475,28
1604,13475,12
1605,276907,80
1606,276907,53
1607,278,18
1608,278,80
1609,10693,16
1610,10693,10751
1611,10693,12
1612,10693,14
1613,335984,878
1614,335984,18
1615,531309,27
1616,531309,53
1617,531309,878
1618,320288,878
1619,320288,28
1620,320288,12
1621,205584,28
1622,205584,12
1623,205584,14
1624,471707,18
1625,295830,27
1626,295830,14
1627,295830,28
1628,295830,878
1629,313297,16
1630,313297,12
1631,313297,10751
1632,756,16
1633,756,10751
1634,70160,878
1635,70160,12
1636,70160,14
1637,350499,10751
1638,350499,12
1639,350499,16
1640,350499,28
1641,350499,14
1642,675327,27
1643,675327,28
1644,675327,10752
1645,82507,27
1646,82507,53
1647,82507,9648
1648,10527,10751
1649,10527,12
1650,10527,16
1651,10527,35
1652,311324,28
1653,311324,12
1654,311324,14
1655,65759,16
1656,65759,35
1657,65759,10751
1658,61791,53
1659,61791,28
1660,61791,18
1661,61791,878
1662,44896,16
1663,44896,35
1664,44896,10751
1665,44896,37
1666,44896,12
1667,13053,16
1668,13053,10751
1669,13053,12
1670,13053,35
1671,293167,28
1672,293167,12
1673,293167,14
1674,329865,18
1675,329865,878
1676,329865,9648
1677,567604,35
1678,567604,28
1679,454640,16
1680,454640,35
1681,454640,12
1682,454640,10751
1683,286217,18
1684,286217,12
1685,286217,878
1686,587496,27
1687,1734,12
1688,1734,28
1689,1734,14
1690,47964,28
1691,47964,53
1692,200085,28
1693,200085,18
1694,200085,878
1695,281338,18
1696,281338,878
1697,281338,10752
1698,147441,12
1699,147441,18
1700,147441,28
1701,111,28
1702,111,80
1703,111,18
1704,111,53
1705,524251,53
1706,524251,9648
1707,524251,27
1708,524251,80
1709,75948,28
1710,75948,14
1711,238,18
1712,238,80
1713,157350,28
1714,157350,12
1715,157350,878
1716,238636,27
1717,238636,53
1718,280092,27
1719,280092,18
1720,280092,53
1721,117263,28
1722,117263,53
1723,257346,16
1724,257346,878
1725,257346,28
1726,475215,16
1727,475215,10751
1728,475215,14
1729,475215,12
1730,475215,18
1731,481084,10751
1732,481084,16
1733,481084,35
1734,263472,18
1735,263472,53
1736,346672,14
1737,346672,28
1738,346672,53
1739,346672,27
1740,10066,27
1741,10066,53
1742,581528,80
1743,581528,28
1744,581528,12
1745,277216,18
1746,277216,10402
1747,277216,36
1748,493922,27
1749,493922,9648
1750,493922,53
1751,531499,28
1752,531499,80
1753,531499,18
1754,2770,35
1755,2770,10749
1756,87421,878
1757,87421,28
1758,87421,53
1759,14199,12
1760,14199,10751
1761,14199,878
1762,350,35
1763,350,18
1764,350,10749
1765,381289,12
1766,381289,35
1767,381289,14
1768,381289,10751
1769,381289,18
1770,564,12
1771,564,28
1772,564,14
1773,497,14
1774,497,18
1775,497,80
1776,339964,12
1777,339964,878
1778,339964,28
1779,300671,10752
1780,300671,28
1781,300671,36
1782,300671,53
1783,300671,18
1784,785752,53
1785,14191,14
1786,14191,10749
1787,14191,10751
1788,14191,35
1789,479718,80
1790,479718,28
1791,494407,16
1792,494407,10751
1793,494407,12
1794,494407,14
1795,424277,18
1796,424277,10749
1797,400535,28
1798,400535,80
1799,400535,18
1800,400535,53
1801,600583,18
1802,600583,37
1803,364111,16
1804,364111,18
1805,364111,10402
1806,364111,10749
1807,159824,10751
1808,159824,16
1809,159824,35
1810,159824,14
1811,546554,35
1812,546554,80
1813,546554,9648
1814,522681,27
1815,522681,53
1816,522681,9648
1817,580532,53
1818,580532,80
1819,580532,18
1820,10386,10751
1821,10386,16
1822,10386,12
1823,10386,878
1824,10386,35
1825,9444,16
1826,9444,10751
1827,241259,12
1828,241259,10751
1829,241259,14
1830,106,878
1831,106,28
1832,106,12
1833,106,53
1834,81188,10751
1835,81188,16
1836,81188,14
1837,81188,28
1838,81188,12
1839,162,14
1840,162,18
1841,162,10749
1842,11036,10749
1843,11036,18
1844,508439,10751
1845,508439,16
1846,508439,12
1847,508439,35
1848,508439,14
1849,43947,53
1850,43947,80
1851,43947,27
1852,630240,18
1853,630240,53
1854,630240,27
1855,359724,18
